tweet,category
 exploiting prison labor is not the response to Coronavirus New Yorkers need. People in prisons and jails are most at risk during an infectious disease outbreak. They deserve safety and wellness like any other New Yorker. ,1
@bella_ruggieri Anyone that wants to talk about your disease can come see me at World's. We'll talk. Let's see how loud people are then....,1
@FlashJangle @BBCAfrica Do you know? Nobody does..thats for scientist to tell...bt if i were to go gallivanting on a holiday and bring a disease to my 3 precious kids nd beautiful wife,4
Why are we being asked to listen to an individual that helps spread disease,4
 @kw112233x @garrcie The biggest concern isn't the virus at the moment but how many it may infect in the future. If the number of infected increases by 15% every day as many as 100 million may have the disease in 1.5 months. 3% of 100 million is 3 million,3
wow. I feel so much better now. Don't you? Failed real estate guy is highly qualified in pandemic disease response. https://t.co/FcJt3T9Cmk,1
 indyvirus has spread among those inhabiting SNP marches for a good few years now. https://t.co/7G8wIPLWQH,1
@Jeremy06511891 Presumptive positive: A presumptive positive test is for the time between an initial positive test for the virus by a public health lab but before the federal Centers for Disease Control and Prevention has confirmed the results,2
bro this person just ended modern medicine's career. sab ghar jaao any disease is survival of the fittest because that is what god intended. this is literally the argument that people made against smallpox inoculation/vaccines,1
@Alexofurniss This is why excessive precautions are necessary NOW. If we donâ€™t slow down disease spread ASAP we will overwhelm our health care system. Itâ€™s called dampening the curve. Get ahead of the spread. Not behind it https://t.co/iamJmA5Ljl,1
China killed Kobe Bryant. Donâ€™t believe me? What the fuck was happening when Kobe died? Coronavirus was booming.,4
Perfect distraction for the China government to disperse their disease across the world. ,1
Heard this from an extremely reliable source!,0
@dhruv_rathee Jordanian Islamic scholar Ahmad Al-Shahrouri poo poohs fear off #CoronavirusPandemic. ,2
Claims Jihad can purify our body and souls; can save people from the disease. â€œJews are more dangerous than AIDS.â€,1
The one way I agree with â€œthe panic could be worse than the diseaseâ€ is this thread: https://t.co/W0BcIick4H,2
you are allowed to be sad that your plans are ruined but y'all need a reminder to not downplay this disease. people have been forced to leave jobs / schools,0
 @GenoManSC @marklevinshow So if you wanted to drastically reduce the eligible recipients of SSI how could you do it?  Oh yeah develop a disease that targets seniors specifically. The thing started in China which is over populated so they could ha,1
@idmsguru @EmmaVigeland Totally. Everything sucks about the situation.,1
tomorrow i will be skipping school and taking corona test. i do not want to die of this disease before i get to play animal crossing new horizons,3
can you name me a better disease?,4
@AmirAminiMD The establishment and Ins Companies are more powerful than the fear of any disease,0
itâ€™s not even like she will be alone our other flatmate is here. and i donâ€™t think she understands that i have an actual autoimmune disease so iâ€™m a bit more stressed than she is about all this,1
 @JoeBiden how about any other kind of disease?,4
capitalism is the disease ðŸ˜¤ https://t.co/azzqZn2nZp,1
@Sophiesticatio2 You need to start wondering if it has anything to do with a disease versus an opportunity for them to crack down on those who disagree with their policyâ€™s,1
Heard today that @Zurich arenâ€™t recognising #Coronavirus as a notifiable disease,1
@reubeOfficial Abortion should apply for rape and incest victims or women whose lives are in danger. You can't have unprotected,1
@Fyb_nana A way more lethal disease??,4
Whether you're a Bernie supporter or not,0
@Acosta @aenergiebewust An illiterate thug. Yesterday,0
We need leadership and global unity in the face of disease. We need the guy who is stalling tests until the release of a TRUMP BRANDED TEST - FFS - summarily kicked to the curb.#Biden2020,1
How Serious is the Coronavirus? Infectious Disease Expert Michael Osterh... https://t.co/6BvZF7FNIj via @YouTub,2
@m_cglenn Here is you complementary disease cookie and questionable burnt coffee milord https://t.co/391cpC0odZ,2
@RonBrownstein @SteveKerr @juliettekayyem Agent Orange/POTUS.....an infectious disease,1
Leading US infectious-disease official says the testing system is failing. â€œThat is a failing. Letâ€™s admit it.â€ says Dr. Anthony Fauci,2
@GovMikeDeWine so who is going to watch the kids when they are out of school? Daycares? With grandparents who are susceptible to this disease? Makes no sense.,3
Renowned Scientist Jared Kushner and Infectious Disease Scholar Stephen Miller wrote Trumpâ€™s coronavirus speech thatâ€™s tanking markets and spreading falsehoods and fear ,1
Coochie must be a brain disease with the way some of you be talkin,1
Remember mad cow disease?  Lol,4
FDA Approves Treatment Option Isturisa for Cushing Disease https://t.co/T9vPMuA7ZO #raredisease #CushingDisease @CSRFnet,2
so with everyone being on spring break youâ€™re telling me thereâ€™s a 0% chance that any student or staff can contract the disease during this time with them being in different places?thatâ€™s bs fort valley,1
@imadmf @CarmineSabia @K1erry It does spread faster. But most people can get over it with a nice chicken soup or tea with honey. Itâ€™s not the science fiction killer disease. People are thinking Ebola etc,1
@matt_mclellan13 @WalshFreedom It would help limit the spread of the disease. Which in the long run saves lives and saves businesses,1
 @TheRedQuest Maybe get your head out of your ass and listen to what doctors are actually treating the disease with https://t.co/Xbpg4DWdCm,1
@AlbertaGrl @TrudumSucks Zowie Justin is fighting the Chinese disease. Hip Hip,1
IM GONNA K WORD THIS DISEASE https://t.co/CaNSd5mELD,1
@brianstelter What is ur problem now asshat. Heâ€™s a xenophobe against Europeans now? U criticized him for closing border and China travel restrictions; prudent ,1
Iâ€™m scared about what message we are telling our kids when faced with a threat. Instead of reason https://t.co/yEbY5IfxoI,3
@Jibby031 @Jean22Russell @cnnbrk Trump approved 4.3 billion to fund infectious diseases. The cuts had nothing to do with infections disease,1
Whatâ€™s so mad is the people who voted for this Tory government are the people most susceptible to this disease. ,1
@SPloeg @BBCNews @BBCNewsnight No evidence that children have more than mild disease with this virus. Who will look after them at home for 3-4 months?,3
@HNTurtledove Disease is for common folk.,1
@CDCgov Is this seasonal or is this a one time epidemic?,4
Hmm the anti vaxxers have been pretty quiet during this epidemic...oh wait theyâ€™re ðŸ’€,0
we are fucked. the epidemic was announced earlier today because the virus is spreading so quickly. they are closing everything,3
Conspiracy theory number 1 - this virus is biological warfare - a shot across our bow from China/Russia to see how capable we are of handling an epidemic.,1
@LWright41 Agree that it should be. They're a uni lab,0
China sends epidemic experts to Italy to help fight COVID-19 https://t.co/qZH705hfJV via @YouTube,2
@NerdSoup You know what's became an epidemic?,4
People non stop gabbing about  the beerflu,1
@dcpetterson Many continued hoping that the epidemic would soon die out..they and their families be spared. Thus they felt under no obligation to make any change in their habits,1
@luisbaram @sunlorrie #WuhanVirus is an epidemic,1
Do us a favor https://t.co/K6bLrBDi4t While scientists are trying to share facts about the epidemic,2
Joe Biden could use the coronavirus epidemic to say he's had an awakening about the necessity of more comprehensive health care,1
Remember when the Itis was an epidemic on that one episode of The Boondocks? This is what that feels like right now,1
 @weareraman VR Raman https://t.co/kZdk2AlmPZ via @YouTube @newsclickin,0
@whatisleftpod The real epidemic is memes in the discourse,1
"@zlj517 is saying out loud ""It may be that the US military brought the epidemic to Wuhan. America needs to be transparent! To make the data public! The United States owes us an explanation!"" ",1
When is an epidemic considered a pandemic,1
  @This_MrG @GeorgeDate Words absolutely fail me right now! It is because of him and people like him who facilitated the muslim rape gangs it has gone epidemic,1
more than anything the coronavirus epidemic is cracking me up ðŸ˜,1
@CleverGotNext @brfootball Not even sure heâ€™s gonna play the game since Italy has a lot of epidemic areas....,0
@Christin210 Your parents lives could depend on you educating and informing them of the truth and severity of this epidemic. It's beyond comprehension that older citizens believe Fox news even when they are setting them up for sickness.,3
@fordnation he is postponing the health care cuts. What a plan. No increase spending to deal with this epidemic,1
@Robert_t_Orr asking you to do work here (sorry!) and i'll do it myself if no,0
All that toilet paper stockpiling makes me think we're  actually suffering a Cornholiovirus epidemic https://t.co/P8q4yhSlpn,1
@girlsreallyrule Trump just put the blame on Obama for the SWINE Flu. How nothing was being done during its epidemic in 2009.  He is so envious of Obama.,1
 thank you for all your support and direction. A similar statement to this one from the GMC would be welcomed by doctors in Ireland who may well have to work outside their regular scope of practice.,2
Due consideration should and will be given to healthcare professionals and other staff who are using their skills under difficult circumstances due to lack of personnel and overwhelming demand in a major epidemic. This may include working outside their usual scope of practice.,1
The fact that Bolsonaro called this epidemic a â€œfantasyâ€ and now may have it ... is ....  karma ... and same goes for the orange clown who called this a hoax #karmavirus,1
Yes this media blitz is clearly political and manipulative right now. Itâ€™s not about serious health atrocities because thereâ€™s too many grave conditions weâ€™re not even allowed to speak about or questionâ“Thatâ€™s where the real epidemic is to be foundâ€¼ï¸ðŸ™ðŸ’¯ðŸŽºðŸ‡ºðŸ‡¸ https://t.co/8fzzzNltaN,1
@korenashley Not Massachusetts. Sounds like this is happening everywhere. This testing regime seems broken - and itâ€™s very early in this epidemic,1
I should be somewhere high on the beach rn,0
This is a close up of what happens to someone infected with the Coronavirus,1
Soooo. When they were protesting outside and we were inside my job sent us home to work because they â€œfeared for our safetyâ€ however thereâ€™s a whole epidemic going on right now ,1
@black_mixed Theyâ€™re making it an epidemic because theyâ€™re distracting us from something else!,1
ðŸ¥±ðŸ¥± China Claims Peak of Coronavirus Epidemic Has Passed As New Cases Decline and More Than 60,2
 @cezico06 person:makes joke abt bts and virus epidemic thats killing ppl yall:omg kpop stans are so toxicðŸ˜­ðŸ˜ðŸ˜¤ðŸ˜©ðŸ¤¬ðŸ˜¤ðŸ˜,1
Italy Is Second Country With Coronavirus Outbreak Preceded By A Tuberculosis Epidemic,2
#ThrowbackThursday...Key Nigerian health industry personalities and stakeholders at the launch of the brand identity developed by Ellae for the Alliance for Epidemic Left To Right:â€¦ https://t.co/oxwmPqUcka,2
@SecPompeo @USTreasury Secretary,0
@RodentWild @PhilVabulas I don't think many people objecting to the erosion of the rights of half the population are doing so for reasons of phobia / dislike. What concerns us is male violence against women & girls. This is a legitimate concern,3
@HaackJayd Good question. My guess is it depends on what CDC projections are for spread and duration of coronavirus epidemic.,2
Tom Hanks would be a goner! The way this administration is handling the Coronavirus epidemic,1
The coronavirus epidemic in China has passed its peak according to Beijing officials. The news comes as Italy announced China was sending 31 tons of medical supplies to help Italy deal with its crisis. https://t.co/modbq7XVBk,3
 @Icecinder @SpeakerPelosi It was a great organisation until Trump gutted it and chased off everyone that wouldn't kiss his ass.  And now we have Trump running the whole  using his office to attempt to hide and bury this epidemic from the public.  He should be impeached again for this.744:744,1
A college student in this coffee shop is on the phone explaining to someone the difference between an epidemic and a pandemic AND I AM LEARNING THINGS.,1
 @adkiesel @clydegfx @Jalopnik Everyone should be extremely careful and self quarantine and all that but the virus is gonna do what it's gonna do to an extent. If every event this year is cancelled across all industries we'll have an epidemic and a global crash doubling the problem,1
 @rstait I'm not sure I understand what you're getting at â€“ are you comparing an epidemic with Stalinism? In my eyes the symbolism is nonexistent,3
Lemme get this straight: the GOP-controlled senate has legislation covering public health & $ relief measures related to our countryâ€™s nascent epidemic and theyâ€™re refusing to look at it until they get back from an 11-day vacation? Italy went from zero to lockdown in 11 days,1
 @MKBHD Medical mask spot 80000pcs,0
The global pneumonia epidemic is so severe that I want to provide masks to those in need and help others during difficult times.,3
Prescription drug misuse does not discriminate against age,1
Funny how it took Tom hanks to get the corona virus for people to realize it's an epidemic when entire countries have been closed to avoid the spread of it,1
 @narendramodi Sir at this time airlines should not profit at cost of epidemic. Airline should offer free cancellation to bookings due to virus and encourage people to not to travel even domestic to contain spread. @airvistara  are you listening,1
@Marathi_Rash Modi will blame Nehru and Akbar if this turns into epidemic and Bhakts will buy that too..,1
 @emmyzen World financial markets are crashing any flu epidemic will be used to distract and manage a economic decline ,1
The U.K. Is mired in debt and low wages allowing the vulnerable to snuff it won't bother this goverment or corporate interests.,1
"1/2 #CoronavirusPandemic is an overlay of the #LymeDisease epidemic over a shorter period of time. The limit on testing for #COVID19 will artificially reduce the ""documented"" cases. The poor/inaccurate #lyme testing limits the ""documented"" cases. The difference is no one ever...",2
When the Coronavirus gives you flashbacks to another era of the AIDS epidemic and you tend to think in terms of #emergentlearning this is the blog post that emerges. https://t.co/66s53PmJNQ,1
In the midst of this epidemic please keep small businesses in mind,1
Hillary Clinton weighs in with a message of  the 2016 Democratic nominee recently took credit in a CNN interview for guiding the country through the SARS epidemic while she was Secretary of State in 2003-2004. Clinton did not become Secretary until 2009. https://t.co/okd9CqKN0Y,1
Every election year there is a epidemic to turn away voter turn out,1
 @Ugarles perhaps the real epidemic was ennui,0
Try to get a prescription for pain medication you'll understand THAT'S FUCKING WHY!!!,1
 @bruces The administration of the idiot-president being undone by an epidemic is a little on the nose for any of these writers if I am being honest (and fair).,1
 @crystalski This is a worldwide epidemic not cancelling for no reason. We re being told to socially distance ourselves when in public how do you suggest we do this on a plane?,4
Americaâ€™s lack of social supports/system will worsen the epidemic in our country and put low income workers at greatest risk. #coronavirus,1
Chinese experts aiding Italy have set off to Rome with medical supplies expecting to understand Italian epidemic conditions ASAP and share ,1
thinking abt grade 11 when i got blue and orange nails for my 17th bday during the tide pod EpidemicðŸ˜­ðŸ˜­ðŸ˜­ðŸ˜­everyone just called me tidepod nails at schoolðŸ˜­ðŸ˜­ðŸ˜­ðŸ˜­ðŸ˜,1
@john_oluma @Omojuwa It's not longer epidemic but Pandemic....The world is in red alert of COVID-19,2
@Miri00221069 @DrEricDing And??? The epidemic could have started anywhere and it still would have spread. Looking at how the world governments are treating it right now,1
@FreddyInSpace Some data suggest weâ€™re about 11-12 days behind the epidemic curve in Italy. Even delaying our precautionary responses by a single day will have huge ramifications.,1
@TheAnswerKarabo Tourism outlets here barely give in to low seasons and attracting local markets at that season ,1
I dont think the current epidemic will convince them anyhow,1
@AndreaR9Md Do you know Redfield's reputation?,4
He's compromised enough to be biddable and Trump did NOT want to hear about an epidemic coming here.,1
I'm sure Redfield knew following Trump's orders would be public health malpractice and doubt he gave it a second thought.,1
"My article with @WarInstitute on ""War in the Time of #Coronavirus"" - check it out https://t.co/1p9rNyGUu4 #COVID19 #Epidemic  #miltwitter #research",2
@LordStuffins That's a stupid idea. As I said epidemics happen every day. There's no way to predict when epidemics will turn into pandemics. Using your idea there would never be any international travel ever. Everyone country has an epidemic for something,1
Itâ€™s better to learn the epidemic history by books and movies not alive https://t.co/GC1tDfZcko,2
@M3thG0d Dude there is a rapidly spreading epidemic going around,1
Why donâ€™t you get Senator Sanders to start a babysitting for all program when a school system must shut down due to a internationals epidemic ðŸ˜‚ðŸ¤·ðŸ¾â€â™‚ï¸ https://t.co/wZU9wiDhPD,1
ðŸ“° NYT: President Trump says restricting travel from Europe is necessary. https://t.co/z9fV0KtgLN #coronavirus #COVID19 #Wuhan #Epidemic #Breaking,2
@Runn_Some_Erins @vasconiRocco This also isnâ€™t even nearly as bad as the flu epidemic we had a couple years ago that killed way more people in the U.S. than this virus will even infect.,1
Maintain a sense of community where you can. And get creative to reach your people! My family is setting up a FaceTime schedule with our grandparents. ,1
A COVID-19 relevant case study about the complexity of managing MS during the COVID-19 epidemic. What would you advise? #NeuroSpeak https://t.co/fhLEL2BDGW https://t.co/CoUFWnf4xd,4
@ByVarunShankar @NBASarah Exactly. Sarah doesnâ€™t understand this. What he did wasnâ€™t right when there is a worldwide epidemic going on.,1
Coronavirus will also cause a loneliness epidemic https://t.co/RB3bwbsX7B,1
" @ianbremmer It is even worse he (China official spokesperson) says US Army ""brought"" epidemic to Wuhan",1
In 2018 Trump refused to fund the CDCâ€™s effort to stop global pandemics which led to an 80% reduction in epidemic prevention â€” and now here we are. https://t.co/PLxB90v2j1,1
 I hope Kenny Chesney is doing okay during this epidemic https://t.co/iJ60XM7hky,3
The FDA & the CDC stymied private & academic development of diagnostic tests that might have provided an early warning a& a head start on controlling the epidemic that is now spreading across the country. But hey,1
So... because of the corona virus epidemic The CEO at my work office announced that we shall work from home starting 16th march.,1
 @boonysixx we can concentrate all the energy and resources to fight against the epidemic. Moreover the domestic epidemic has been basically stable.,1
 @ayandathabethe_ Why even travel.  What could be so important that you can't skype.  People who are travelling despite the rise in epidemic are selfish.  Not thinking about their families & country...Everyone  cancel big gatherings until this blows overshould stay put,1
Epidemic vs Pandemic - Difference and Comparison | Diffen https://t.co/WSpsXQPcO6,2
"#Chinese Foreign Ministry Spokesperson: ""It might be US army who brought the epidemic to Wuhan"" https://t.co/HcrHmUHKy3",2
Chinese communist rule is nothing but bunch of street thugs becoming mafia. I have serious doubt of their control over this epidemic. They are hiding so much. This moron will not talk about what happened to  just like he given up on his Mohammad name. https://t.co/NF7DGvzPC2whistle blowers,1
Not enough people have realized that the whole point of aggressive mitigation is to make this epidemic last a really long time.,1
@1hairyman Heâ€™s only worried about his election. Ignoring the fact this epidemic will sink his chances depending on how he handles it. And heâ€™s fucking it up.,1
 @santiagomayer_ Los Angeles. Funny. Cesspool waiting for a disease epidemic. Poop homeless and needles everywhere. Unsanitary conditions cause disease. Wake up,1
Be safe everyone.because of the Corona virusðŸ’•ðŸ’•ðŸ™ðŸ˜ï¸,0
I'm not scared about it being the virus. I'm scared about being sick in general. I really don't have the best immune system in the winter.,3
 @Asher_Wolf I understand this fear. I've got serious Asthma and possibly the  due to a lifetime of smoking thanks to idiot decisions I made as a teenager (I've early signs of COPD but theres definate permanent damage). This virus is a mortal threat to me.,3
I hope the incident with Rudy Gobert at the very least teaches people that this virus is not to be messed with and to follow the CDC and WHO guidelines on cleanliness,1
@piersmorgan This is just a normal flu type virus with a different name from a different country!!,1
KTLAMorningNews Has anyone survived their infection with corona virus....people who have had it and gotten over it. We need some positive news about this,3
DaSchnoodle Poor pupper. You are not alone a lot of the furbabies are not getting to the park because of that dammed virus.,1
The best leaders show sacrifice in times of crisis not selfishness. The sacrifice you show as a leader will bring out the sacrifice in others. Unfortunately so will the selfishness. https://t.co/oumPoifcBT via @cnieuwhof,1
Am I the only Person who this the new virus is just one big Conspiracy?,4
Fuck this stupid virus la knn,1
We canâ€™t survive this corona virus cause we have a habit of using our phone every 2 minutes. You can wash your hands again and again but I havenâ€™t seen anyone washing his phone.,2
@kaitlancollins Trump has the virus,1
"@mkady There's an accusation that it was created in a Chinese lab. They call it the ""China virus"" and repeat it endlessly on FOX and OAN. There is no evidence. Sometimes viruses naturally mutate and spread from animal to human. No origin determination rig",1
do you wanna travel w me & probably die from corona virus but at least ill be in your arms watching the sunsetðŸ¥º idk              think ab it.                                 ðŸ‘‰ðŸ»ðŸ‘ˆðŸ»,1
@Laura64247266 @OopsieD65258368 @Hobbs90964166 @SheilaTjustme Does that mean donâ€™t eat bats or you will get the Wuhan virus?,4
@NatashaBertrand Is it just a matter of time before Trump gets the virus? Then what? And what if Trump and Pence get it at the same time?,1
@oldfarmhorace @sarniegsy @YvonneBurford We are way past containment. The confirmed cases will just be the tip of the iceberg.,1
@CyrilRamaphosa is another Mbeki he says corona doesn't cause virus and he is applying his mind to this disease and studying the scientific research report on it before he pronounces on it,0
Black people aren't immune to the virus ðŸ¥´ I Hate It Here LMFAO https://t.co/NlEwWqIVPO,1
so that the scenario wonâ€™t be worsen. Everybody is vulnerable to the virus so social distancing is a must. And what he did there was just a mere fact na heâ€™s protecting everyone. He locked down the city to prevent the virus from coming in and going out.,1
@thealso Have you seen the corrolla virus!!,0
 @Ninjendo92 The Corona Virus is like those elemental clouds in Xenoblade Chronicles. High level initially physical attacks do nothing. Just run away!,1
"SharonStPierr11 @Linda1449 Am I mocking people who HAVE the virus? No. Am I mocking people who would like to be TESTED for the virus? No. Am I mocking a family of grifters who would pull such a stunt and put a ""beautiful Trump Testing Kit"" on the market? You betcha!",1
WHY ARE THE ITALIANS FLEEING TO AFRICA?!!! FOR WHAT?!!!! Let them sit still and be treated in their country! And stop spreading the virus! https://t.co/QEh2bxcKjw,1
@TheKingKlavan Donâ€™t understand how the plan to stop the spread of it then schools are like the best place for a virus to spread,1
i would rather catch the corona virus then not being able to watch my besties play in a tournament theyâ€™ve dreamed of playing in their whole lives.,1
*@Aden71__ gets flight benefits* Corona Virus:  https://t.co/NojqPfAn5O,2
McLaren withdraws from Australian Grand Prix after crew member tests positive for virus | TheHill https://t.co/IFfI4dcNg8,2
This corona virus is going on a rampage.,1
This corona virus is really making everyone mad like people are more extreme then ever.... put that on side affects my hell I hate this thing.,1
 @LordRonita Worried about people panic and overreactions and irrational behavior... not the virus.,1
I wonder: If one donates blood can it help out the individuals who test positive from the Corona virus?,4
Okay Iâ€™m going on a limb here: between Gaetz and this new case with the Brazilian official Iâ€™m quite confident Trump has the virus! Hell his whole administration might have itðŸ˜³. https://t.co/dUBdeut4Dv,1
What if Corona Virus is the beast that was talked about in the book of Revelation ðŸ¤”,4
â€™all scared of a virus thatâ€™s only killing old and sick people?,4
My manager text everybody the schedule yesterday then 10 minutes later said â€œeverybody disregard the schedule for next week. Things will change due to eventsâ€. Somebody else gon text â€œCORONA VIRUS???â€ ðŸ˜,1
Because the difference in impact can be so great global health authorities have the difficult task of alerting the public to the virus' dangers without creating panic.  https://t.co/B8cbvX6lg1,1
â€œWhy yâ€™all not suspending school theres a virus going aroundâ€,1
Schools: https://t.co/XwG0Q1m6PA,0
@piersmorgan Yeah let's take advice from countries that are the most affected by the virus because they did such a poor job containing it. Sounds like a plan for a stupid person.,1
 @fatimaaparker @jollsnowin @JardinTaylor It really cost nothing to put others first sometimes theyâ€™re are many people with underlying health issues that wonâ€™t be able to stand this virus donâ€™t you think itâ€™s selfish af to just not care what happens to them,1
Calling it the â€œChinese Coronavirusâ€ is not Hong Kong flu and the Spanish flu.,1
Go and be fake outraged at something else you idiot. https://t.co/UvyEKX1KSH,1
 @AmbLINSongtian Sorry China you own this. Your opaque government and muddled response helped this virus to spiral.,1
@Wildcall @Gregory72867567 @seanhannity @realDonaldTrump Just like swine FLU - not virus. The word flu changed the perception cognitively.,1
The corona virus is the final stage of us interacting as a people,1
Good news?! Better than I thought!! Tests Show Virus Lives on Some Surfaces for Up to 3 Days | https://t.co/UzLXa6XPV8 https://t.co/MGNChHngLt via @Newsmax,2
who knew the end of the world come from overreacting to one little virus boi,1
Ima start off by saying it was the year 2020 the month of March and the world had a serious virus outbreak and yours truly fought every living think like: https://t.co/rBdnwtST0t,1
@suave_12 Lmao but no one wants to be that guy who gets it man and Iâ€™m hella high risk since Iâ€™m responding to calls when people get the the virus and start feeling sick,1
Thursday: my friend texted me to ask if he could possibly stay over if his housemates end up falling sick. Heâ€™s worried about the virus. We havenâ€™t talked in months. But Iâ€™m glad he still knew that he could ask me for help should he need it.,1
Waiting for celebrities to start getting the virus intentionally for the publicity. ,1
not a big fan of our president but yâ€™all asked for this. the lockdown will only be effective in preventing the spread of the virus if we do our part and protect yourself and others from this. letâ€™s stop being whiny bitches. https://t.co/ruzJcfuoXC,1
s this virus spreads and our system collapses I think its a good time to start planning for what kind of post-society aesthetic we want. Iâ€™ve always been partial to the Mad Max leather daddy fit,1
I know the virus is in Alabama. Thing is I know itâ€™s going around from sibling to sibling and between first cousins first. iykyk ðŸ˜,1
 @realDonaldTrump We have asked Gov. Cuomo and Inslee to obtain information on whether or not the saccharin molecule is active as follows:  direct inhibitor of virus replication; or  has possible benefit in increasing host resistance to disease. For you info,1
The Rona virus got me puffing on the nastiest Hyde flavors ðŸ˜’ shits are selling out everywhere smh,1
the cure for the corona virus is lyme diseaseðŸ™„ why yall acting like its uncurable,1
Cramer slams government on virus: 'They know nothing evoking 2007 Fed rant from @CNBC  https://t.co/65jSXvr0Bb,1
I ainâ€™t playing with this virus I been wearing gloves to work for three weeks already changing them anytime I touch a kid and bleaching everything every few hours your kids are safe with me parents,1
Protect yourself from Corona Virus avoid shaking..For more info visit...https://t.co/vcCfvtMTEu https://t.co/rio7f574T1,2
@SP_indaclouds That mask not gon help you unless you be kissing folks lol. The virus ainâ€™t airborne,0
I just thought about something.. are those NBA players the first â€œniggasâ€ that publicly caught the virus?,4
people like you go to hell i hope@you get the virus. https://t.co/YLcfIxNUHl,1
I had a very â€œfuck itâ€ mentality with the virus lol A very if I got it I got it oh well but I was being selfish with that mentality because if I were to expose anyone who wouldnâ€™t be able to survive it like my mom Iâ€™d hate myself so with that being said pls take this seriously :),1
@POTUS if they continue the media and Democrats with coronavirus lock down U.S.A borders and airports till we have enough testing kits and vaccine available. This panic is created by news which should stop. Get a panel of expert to address virus situation,1
 @danielatpetshop yep exactly. i wear them most everyday i leave the house so a virus doesnt really change that for me i wear them virus or not but now since other people are wearing them everyone assumes im contagious ðŸ¤¦ðŸ»â€â™€ï,1
All it took was a deadly virus known as #COVD19 for governments from all over the world to come together and work as a team to actually help the people for once. That's insane. I wonder what type of support we'll get if somehow a zombie outbreak happens,1
@dkhurumedzha You can never be ready for such a virus,1
@SpaceForceCad Is he saying Republicans are responsible for this disease? Are we moving to bury the origins of the virus?,1
â€™m from San Bernardino and work their as well. The Dino is so damn dangerous that the Corona Virus donâ€™t even want that smoke! ðŸ˜·ðŸ’¨ðŸ˜‚ https://t.co/rpu04N6xcO,0
I would rather have the Wuhan virus ten times than have the flu.,1
@Froste Last person who made a Twt like this actually got the virus and d*ed ðŸ‘‰ðŸ½ðŸ‘ˆðŸ½ be careful,3
glad this nonsense virus isnâ€™t air borne,3
Ppl keep comparing this virus to swine flu or Ebola or Zika but I swear I remember those ever being this serious. They cancelling everything,1
Amid virus precautions Tokyo Olympic flame is lit in Greece https://t.co/uZmcRhJRkV via @rtdnews,2
@xtinawebber Oh I love you! Iâ€™m also so glad you talk to yourself as much as I do. That home-working life... Oh please please come to visit soon - once this awful virus storm has begun to settle (not that itâ€™ll affect us in the meantime as housebound ,0
@finfantasy10x @Lewis30730015 @MuppetPowerrrrr @CGTNOfficial And yeah i ve started to be a racist against Chinese cuz they keep as a secret this virus. They had knew since October.,1
Yâ€™all scared of Corona Virus but still have unprotected sex ðŸ‘€ðŸ¤·â€â™‚ï¸,1
@HotepChopstick @HillaryClinton @realDonaldTrump This was investigated to death and a Republican Congress found no wrong doing. Why the hell are you still going on about it as a virus ravages this nation?,1
Hoping #coronavirus doesn't end up to be that virus in WORLD WAR Z.,1
My grandma is pushing 80 and would most likely die from this virus. She raised me and is basically my mother. I don't know what the fuck I'd do without her,3
@MSNBC trump is all about his image. his impeachment he can't erase but way he handles this global virus will help his image. if he can actually do what the experts say needs to be done & said. that to will go down in the history books. use wall funding f,1
Iâ€™m going to see Tinashe in April but the way this virus is ruining shit... https://t.co/f8ZQrIncLX,1
Corona Virus around the world. https://t.co/6tw7eJpG9N,2
Calling it the â€œChinese Coronavirusâ€ is not Hong Kong flu and the Spanish flu.,0
If I get corona virus and nurse joy isnâ€™t my nurse just let me die,3
Corona Virus gonna go 82-0 this NBA season.,0
This virus shit blowing me now,0
@jadedjcBXNYC @ebcunni @SpeakerPelosi @GOPLeader Actually initially it was the Wuhan-virus so....,1
All I see is corona virus on my tl ðŸ˜’,0
@FranciscoG__ @pzf It wasnâ€™t. It was the â€œlet us weaponize a virus oh shit itâ€™s out of the labâ€ they have.,1
@TK_HelpDesk I need to cancel my return trip due to corona virus concerns but the refund fee seems small when I look online.  will the change fee be waived and the refund bigger.  Can you confirm my refund reservation slm7az,4
Coronavirus: Iran death toll rises as virus spreads https://t.co/hHFaKmCfHa,2
"ducate yourself. ""If you don't have any existing medical condition your chance of getting the virus or even your chance of survival once you get it is much higher than winning the lottery",1
virus really got yâ€™all JUST now cleaning your bodies ðŸ™ƒ,0
 @RibottoStudios @JeffreeStar Every virus / disease is scary until a vaccine / treatment is discovered. Polio measles yellow fever small pox (a disease eliminated by vaccine!). This is why vaccines are important n case KVD is creeping,0
hereâ€™s a lot of elderly people really scared right now and then thereâ€™s my wee neighbour an 80+ woman being her cynical/ savage self as per usual telling me sheâ€™s more worried about other things taking her than this virus ðŸ™ˆ donâ€™t know wether to laugh or ?,1
@sandygrains @kaliabahi I think we should be very clear about the origin of this virus being China. ,1
This is what The Commissioner does even without a virus. https://t.co/ZE8XWTDo9e,1
The Tories started to kill off the poor with universal credit and denying sick people benefits so donâ€™t be surprised when they continue the job with this Covid 19.,1
@BernieSanders heres something we already have. you get sick. go to the emergency room. they cant turn you away. get your treatment.  if you cant afford to pay you go to the hospitals financial department and file for hardship. most times the hospital wil,1
